track_name,track_popularity,artist_name,album,artist_genres,artist_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genre,artist_encoded,album_encoded
All Your Love - Stereo,57,John Mayall & The Bluesbreakers,Bluesbreakers,"['blues', 'blues rock', 'british blues', 'british invasion', 'classic rock', 'country rock', 'electric blues', 'modern blues', 'traditional blues']",48,0.321,0.625,0.18181818181818182,0.8373332672187237,0,0.0302,0.491,5.08e-05,0.345,0.777,0.6207235548564688,0.14858404853093288,4,1,2578,1279
Little Laura Blues,28,Sleepy John Estes,Presenting Sleepy John Estes,"['acoustic blues', 'blues', 'boogie-woogie', 'country blues', 'memphis blues', 'traditional blues']",22,0.819,0.27,0.7272727272727273,0.718376555759409,1,0.0483,0.985,8.15e-05,0.133,0.723,0.721594457680831,0.10574697380559671,4,1,4596,6748
The Thrill Is Gone,62,B.B. King,Deuces Wild,"['blues', 'blues rock', 'classic rock', 'electric blues', 'jazz blues', 'soul blues', 'traditional blues']",61,0.692,0.493,0.8181818181818182,0.7271780631725095,0,0.0325,0.0934,0.00166,0.128,0.28,0.5010524854849531,0.21045889128064632,4,1,413,2297
Do Unto Others,44,Pee Wee Crayton,Pee Wee's Blues: The Complete Aladdin And Imperial Recordings,"['acoustic blues', 'blues', 'boogie-woogie', 'electric blues', 'rhythm and blues', 'rock-and-roll', 'texas blues', 'traditional blues']",32,0.669,0.475,0.9090909090909091,0.7205583378787127,1,0.0312,0.536,0.0,0.335,0.733,0.7257118734241633,0.09978264515948673,4,1,3970,6509
Sadie,46,Son Seals,Nothing But The Truth,"['acoustic blues', 'blues', 'chicago blues', 'electric blues', 'modern blues']",35,0.502,0.753,1.0,0.7280954033817623,0,0.0395,0.142,0.00824,0.0891,0.927,0.7093058222109135,0.25686519806547203,4,1,4636,6120
Sensitive Kind,47,John Mayall,A Sense Of Place,"['acoustic blues', 'blues', 'blues rock', 'british blues', 'classic rock', 'country rock', 'electric blues', 'harmonica blues', 'modern blues', 'roots rock', 'traditional blues']",44,0.774,0.526,0.45454545454545453,0.6849308275896266,0,0.0287,0.606,0.038,0.0997,0.712,0.5594249496888807,0.2215202258813005,4,1,2577,264
Papa's on the House Top,32,Leroy Carr,The Essential Leroy Carr,"['acoustic blues', 'barrelhouse piano', 'blues', 'boogie-woogie', 'piano blues', 'traditional blues']",23,0.683,0.285,0.2727272727272727,0.6667079882977142,1,0.0366,0.994,0.603,0.122,0.783,0.5488711804029517,0.12258533448883173,4,1,3056,8719
Where Did You Sleep Last Night,49,Lead Belly,The Tradition Masters: Lead Belly,"['acoustic blues', 'appalachian folk', 'blues', 'country blues', 'delta blues', 'texas blues', 'traditional blues', 'traditional folk']",39,0.57,0.241,0.36363636363636365,0.6657906480884614,1,0.0473,0.948,0.0224,0.111,0.543,0.6670676135180774,0.12712322831343825,3,1,3012,9129
Be Careful With a Fool,53,Johnny Winter,Johnny Winter,"['blues', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'hard rock', 'modern blues', 'texas blues', 'traditional blues']",45,0.294,0.736,0.6363636363636364,0.7693509198195072,0,0.151,0.282,0.0418,0.102,0.753,1.2061714973051747,0.22006653434346257,3,1,2619,4516
Stop,47,Mike Bloomfield,Super Session ,"['blues', 'blues rock', 'chicago blues', 'electric blues', 'traditional blues']",38,0.477,0.607,0.8181818181818182,0.7602023107056082,1,0.0471,0.256,0.146,0.107,0.64,0.5048518424278875,0.18087277403483268,4,1,3535,8162
The Things That I Used To Do,45,Guitar Slim,Sufferin' Mind,"['acoustic blues', 'blues', 'louisiana blues', 'new orleans blues', 'traditional blues']",30,0.48,0.303,0.45454545454545453,0.62768383993653,1,0.0384,0.812,0.0,0.0889,0.643,0.5683537276491407,0.12611682647955047,3,1,2065,8114
Cadillac Assembly Line,53,Melvin Taylor,Plays the Blues for You ,"['acoustic blues', 'blues', 'blues rock', 'electric blues', 'modern blues']",42,0.735,0.355,0.8181818181818182,0.4948678534239103,0,0.0387,0.656,0.094,0.119,0.724,0.5410064537022045,0.222479802074306,4,1,3465,6651
Grits Ain't Groceries (All Around The World),47,Little Milton,Grits Ain't Groceries,"['blues', 'electric blues', 'memphis soul', 'soul', 'soul blues', 'southern soul', 'traditional blues']",37,0.683,0.507,0.09090909090909091,0.6089899340506768,0,0.0726,0.517,0.0,0.151,0.904,0.6975896925817122,0.11176651477453803,4,1,3109,3590
Lonesome Bedroom Blues,36,William Clarke,Blowin' Like Hell,"['acoustic blues', 'blues', 'boogie-woogie', 'chicago blues', 'electric blues', 'harmonica blues', 'modern blues']",27,0.384,0.455,0.6363636363636364,0.6348490107601528,0,0.0312,0.29,0.00241,0.116,0.481,1.0397804815988527,0.24158326577395098,3,1,5497,1217
Rings,46,Lonnie Mack,The Hills Of Indiana,"['acoustic blues', 'blues', 'blues rock', 'electric blues', 'modern blues', 'texas blues']",35,0.515,0.478,0.18181818181818182,0.7296077750780979,1,0.0298,0.724,0.0326,0.22,0.494,0.49849644930721015,0.13470898213636745,4,1,3142,8819
Statesboro Blues,58,Taj Mahal,Taj Mahal,"['acoustic blues', 'blues', 'blues rock', 'classic rock', 'country blues', 'country rock', 'folk', 'folk rock', 'harmonica blues', 'jazz blues', 'modern blues', 'roots rock', 'soul', 'traditional blues']",54,0.673,0.481,0.8181818181818182,0.7217731938315068,1,0.0488,0.0764,4e-05,0.127,0.767,0.67710092294881,0.1250824690391658,4,1,4812,8262
Better Day,26,Brownie McGhee,Presenting Brownie McGhee,"['acoustic blues', 'blues', 'country blues', 'piedmont blues', 'traditional blues']",31,0.552,0.383,0.18181818181818182,0.6732533346556255,1,0.0357,0.701,0.0,0.154,0.545,0.500757558233675,0.12792485532973638,4,1,737,6728
Standing In My Doorway Crying,35,Jessie Mae Hemphill,She,"['acoustic blues', 'blues', 'country blues', 'delta blues', 'traditional blues']",29,0.585,0.111,0.18181818181818182,0.5753954480091238,1,0.0775,0.891,3.48e-05,0.0849,0.217,0.4220177650297241,0.19624835760811832,4,1,2462,7553
Am I Wrong,46,Keb' Mo',Martin Scorsese Presents The Blues: Keb' Mo',"['acoustic blues', 'blues', 'blues rock', 'country blues', 'electric blues', 'modern blues', 'piedmont blues', 'traditional blues']",52,0.883,0.446,0.0,0.7112609708930431,1,0.0574,0.462,1.03e-06,0.0447,0.964,0.651355508778423,0.09674526851360041,4,1,2796,5423
All Around Man,40,Bo Carter,Presenting Bo Carter,"['acoustic blues', 'blues', 'country blues', 'delta blues', 'traditional blues']",27,0.586,0.283,0.45454545454545453,0.7047156245351317,1,0.0517,0.979,0.0476,0.0994,0.439,0.8414910596562654,0.12586522602107852,4,1,651,6727
Country Girl,38,Ronnie Earl,Eye to Eye,"['acoustic blues', 'blues', 'blues rock', 'electric blues', 'modern blues']",35,0.613,0.28,0.0,0.52290871225269,1,0.041,0.745,0.154,0.0796,0.612,0.7143774143554394,0.20144810041653854,3,1,4314,2912
Right Next Door (Because Of Me),52,Robert Cray,20th Century Masters: The Millennium Collection: Best Of Robert Cray,"['blues', 'blues rock', 'electric blues', 'modern blues', 'soul blues']",46,0.606,0.646,0.7272727272727273,0.756359399018198,1,0.0489,0.231,0.00121,0.0471,0.79,0.5017869121695081,0.18090981521344104,4,1,4276,97
Old Time Used to Be,41,Joe Louis Walker,Blues Comin' On,"['acoustic blues', 'blues', 'blues rock', 'electric blues', 'modern blues']",32,0.654,0.616,0.8181818181818182,0.7236822531858977,1,0.0569,0.0704,0.297,0.198,0.759,0.7138222571765632,0.22212127142098348,4,1,2519,1251
Two Guitars Shuffle - Take 2,35,Lonnie Brooks,Sweet Home Chicago ,"['blues', 'chicago blues', 'electric blues', 'louisiana blues', 'modern blues']",29,0.534,0.571,0.8181818181818182,0.7074924381415183,1,0.035,0.0251,0.822,0.0911,0.795,0.680819319469825,0.26338863884151964,4,1,3140,8204
Big Mama's Door,37,Alvin Youngblood Hart,Big Mama'S Door,"['acoustic blues', 'blues', 'country blues', 'modern blues', 'traditional blues']",29,0.628,0.195,0.36363636363636365,0.6430802796647989,1,0.0406,0.848,5.05e-05,0.0955,0.538,0.5697705350327312,0.16172318358446786,4,1,208,1091
Pinetop Boogie woogie,39,Pinetop Perkins,Pïnetop Is Just Top [Blues Reference ,"['acoustic blues', 'blues', 'boogie-woogie', 'delta blues', 'electric blues', 'piano blues']",30,0.473,0.614,0.0,0.6545098428125155,1,0.0799,0.585,0.0597,0.0939,0.446,1.0198931322430664,0.19151477453803362,4,1,4019,6847
Man of The World - Studio,49,Peter Green,The Best Of Peter Green Splinter Group,"['blues', 'blues rock', 'british blues', 'electric blues', 'modern blues', 'traditional blues']",44,0.406,0.13,0.18181818181818182,0.5230822631030893,1,0.052,0.8,0.0943,0.161,0.112,1.0021685827299855,0.12901512398311482,4,1,3989,8528
Nobody Knows You When You're Down and Out - 78rpm Version,42,Bessie Smith,The Essential Bessie Smith,"['acoustic blues', 'blues', 'harlem renaissance', 'jazz blues', 'traditional blues']",38,0.599,0.0424,0.36363636363636365,0.666757574254971,1,0.0572,0.996,0.00176,0.185,0.186,0.5204656380837825,0.12309762097788711,4,1,521,8707
Who's Been Talkin'?,46,Lucky Peterson,I'm Ready,"['acoustic blues', 'blues', 'blues rock', 'electric blues', 'modern blues']",44,0.796,0.315,0.8181818181818182,0.6344275301234691,0,0.0422,0.129,0.0123,0.0856,0.634,0.6979597973676298,0.20980682675910653,4,1,3201,4150
She's Fine,42,A.C. Reed,"Living Chicago Blues, Vol. 3","['acoustic blues', 'blues', 'chicago blues', 'electric blues', 'modern blues', 'soul blues']",28,0.501,0.44,0.8181818181818182,0.6080725938414241,1,0.0372,0.202,0.00145,0.107,0.868,0.4770245888367145,0.18047230997176483,4,1,40,5079
Tiger Man,27,Kim Wilson,Tiger Man,"['acoustic blues', 'blues', 'electric blues', 'harmonica blues', 'modern blues', 'texas blues']",28,0.5,0.577,0.7272727272727273,0.7791441463777459,1,0.0623,0.797,0.000985,0.0896,0.895,0.7918276236959589,0.15437994464789914,4,1,2863,9335
I Was A Fool,1,Elmore James And The Broom Dusters,Standing At The Crossroads,"['acoustic blues', 'blues', 'traditional blues']",1,0.599,0.739,0.8181818181818182,0.7826151633857291,1,0.0353,0.453,0.0164,0.0506,0.782,0.705223103791261,0.11826199994408879,4,1,1611,7958
Movin' to Kansas City,3,Brownie McGee,Circle Blues Session 1946,"['acoustic blues', 'blues', 'traditional blues']",4,0.526,0.447,0.36363636363636365,0.6750880150741311,1,0.0415,0.866,0.0,0.107,0.889,0.999277139090005,0.1347928489558581,4,1,736,1765
Wayfaring Pilgrim,49,Roy Buchanan,In The Beginning,"['acoustic blues', 'blues', 'blues rock', 'electric blues', 'modern blues']",42,0.366,0.167,0.0,0.5471066593940596,0,0.033,0.271,0.884,0.226,0.458,0.9751914135689668,0.21527704006038412,3,1,4337,4264
Ain't No Love In The Heart Of The City - Single Version,59,"Bobby ""Blue"" Bland",Dreamer,"['blues', 'electric blues', 'soul', 'soul blues', 'southern soul', 'traditional blues']",47,0.518,0.376,0.8181818181818182,0.514305548668617,0,0.0431,0.933,0.86,0.0976,0.744,0.9142108672017766,0.16323278633529956,4,1,660,2518
Scratch My Back,53,The Fabulous Thunderbirds,The Fabulous Thunderbirds,"['blues', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'modern blues', 'pub rock', 'roots rock', 'southern rock', 'texas blues']",44,0.775,0.499,0.36363636363636365,0.7886894431497,1,0.0415,0.496,0.0219,0.114,0.862,0.7000532025629758,0.16263663302675352,4,1,4963,8736
"Shake, Rattle & Roll",36,Big Joe Turner,"Flip, Flop And Fly 1951","['acoustic blues', 'blues', 'boogie-woogie', 'jump blues', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'traditional blues']",38,0.665,0.63,0.9090909090909091,0.8162840283631676,0,0.0613,0.549,4.57e-05,0.0864,0.825,0.8860077259374061,0.1254277207794023,4,1,539,3103
Sputnik Baby,24,Roosevelt Sykes,Roosevelt Sykes Vol. 10 ,"['acoustic blues', 'blues', 'jazz blues', 'louisiana blues', 'new orleans blues', 'piano blues', 'traditional blues']",20,0.675,0.528,0.45454545454545453,0.7670203798284326,0,0.153,0.707,0.0,0.0469,0.751,0.4377587842057783,0.10103295966005983,4,1,4319,7253
Rock Me Baby,45,Mighty Joe Young,The Sonet Blues Story,"['blues', 'chicago blues', 'electric blues']",35,0.588,0.711,0.18181818181818182,0.7592601775177269,1,0.0404,0.118,0.0028,0.039,0.907,0.6152355948277857,0.16677406278829218,4,1,3524,9089
Don't Be Afraid Of The Dark,52,The Robert Cray Band,Don't Be Afraid Of The Dark,"['blues', 'blues rock', 'electric blues', 'modern blues']",39,0.707,0.501,0.7272727272727273,0.6656666831953191,1,0.0287,0.63,6.83e-05,0.0482,0.791,0.6549871619902387,0.15830351401973666,4,1,5080,2425
Going Up The Country,61,Canned Heat,On The Road Again,"['album rock', 'blues', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock']",57,0.622,0.239,0.45454545454545453,0.49610750235533296,0,0.0447,0.859,0.051,0.109,0.737,0.46074576114362387,0.12081504570741662,4,1,822,6254
Death Don't Have No Mercy,42,Rev. Gary Davis,Harlem Street Singer,"['acoustic blues', 'blues', 'country blues', 'gospel blues', 'piedmont blues', 'traditional blues', 'traditional folk']",29,0.655,0.185,0.36363636363636365,0.6194029850746269,0,0.0511,0.872,0.000697,0.0789,0.558,0.6745853669820269,0.19786069721282604,4,1,4217,3698
I Came Up The Heard Way,35,Eddy Clearwater,Blues Hang Out ,"['acoustic blues', 'blues', 'chicago blues', 'electric blues', 'modern blues']",26,0.587,0.393,0.45454545454545453,0.6946992611692369,0,0.0529,0.0631,0.0111,0.0837,0.598,1.0139830214429462,0.3191041625898074,3,1,1553,1259
"Hey, Bartender",35,Floyd Dixon,Wake Up And Live!,"['acoustic blues', 'blues', 'boogie-woogie', 'jump blues', 'piano blues', 'rhythm and blues', 'texas blues', 'traditional blues']",27,0.541,0.561,0.9090909090909091,0.8282094510834532,1,0.0459,0.493,1.39e-05,0.117,0.809,0.778156878166131,0.14387842106734505,4,1,1800,9874
If This Is Love,24,Little Charlie & The Nightcats,Disturbing The Peace,"['blues', 'electric blues', 'modern blues']",23,0.552,0.19,0.36363636363636365,0.5061982446571132,0,0.153,0.0764,0.00032,0.0707,0.177,0.8049721264833107,0.23641147857202763,3,1,3106,2385
The Gypsy Woman Told Me,35,John Primer,The Gypsy Woman Told Me,"['acoustic blues', 'blues', 'electric blues', 'modern blues', 'soul blues']",25,0.664,0.644,0.0,0.853622254177617,1,0.0284,0.465,0.00119,0.194,0.845,0.6356318382642087,0.15052067317100445,3,1,2587,8807
Love Slipped In,38,Duke Robillard,Duke's Blues,"['acoustic blues', 'blues', 'blues rock', 'electric blues', 'jazz blues', 'modern blues']",30,0.618,0.748,0.2727272727272727,0.7323350027272276,1,0.0327,0.642,0.0484,0.0785,0.904,0.6985727834193056,0.1611640714545302,4,1,1499,2555
Cold Hearted Woman,45,Magic Slim,Tin Pan Alley,"['blues', 'electric blues']",34,0.488,0.449,0.6363636363636364,0.6991372043437298,0,0.0438,0.0169,0.019,0.269,0.569,0.8205743563646458,0.22506150233429315,3,1,3305,9355
St. James Infirmary,25,Josh White,The Elektra Years,"['acoustic blues', 'american folk revival', 'blues', 'piedmont blues', 'traditional blues']",22,0.647,0.159,0.18181818181818182,0.5059999008280855,1,0.0618,0.589,8.43e-06,0.128,0.403,0.7165459970854249,0.15532134969668168,4,1,2655,8697
Keep Your Lamp Trimmed And Burning,37,Corey Harris,Between Midnight And Day,"['acoustic blues', 'blues', 'country blues', 'modern blues', 'traditional blues']",27,0.646,0.0443,0.36363636363636365,0.4466455099915704,1,0.0415,0.979,0.000179,0.107,0.333,0.7763930975457428,0.12197939671801179,4,1,1086,1063
Salt In My Wounds,41,Shemekia Copeland,Turn The Heat Up!,"['acoustic blues', 'blues', 'blues rock', 'electric blues', 'modern blues', 'modern blues rock', 'soul blues']",39,0.72,0.351,1.0,0.7353597461198988,0,0.0312,0.504,0.0121,0.279,0.147,0.6202898383104718,0.17686603673366694,4,1,4521,9555
Little Angel Child,46,Jimmy Dawkins,Fast Fingers,"['blues', 'chicago blues', 'electric blues']",31,0.5,0.638,0.18181818181818182,0.7866812118807953,1,0.0461,0.125,0.0285,0.199,0.746,0.7091034211561149,0.16722135249224232,4,1,2482,2981
A Little Less Conversation,41,Guitar Shorty,Watch Your Back,"['blues', 'blues rock', 'electric blues', 'modern blues', 'modern blues rock', 'texas blues']",29,0.596,0.829,1.0,0.848366142708385,0,0.0304,0.0076,2.66e-05,0.299,0.762,0.5716962364969582,0.1706410220569735,4,1,2064,9920
After Midnight,65,J.J. Cale,Naturally,"['blues', 'blues rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock']",60,0.694,0.306,0.18181818181818182,0.48785144047205825,1,0.0353,0.171,0.0736,0.0866,0.521,0.5550935671161898,0.10042562410891505,4,1,2291,5899
Empty Promises,40,Michael Burks,Iron Man,"['blues', 'electric blues', 'modern blues', 'power blues-rock', 'soul blues']",31,0.371,0.601,0.18181818181818182,0.8895472802102445,0,0.0337,0.277,0.0178,0.0893,0.402,0.7959739538756911,0.26247518939923403,4,1,3492,4364
Sitting On Top Of The World,31,Mississippi Sheiks,Honey Babe Let The Deal Go Down: The Best Of Mississippi Sheiks,"['acoustic blues', 'appalachian folk', 'blues', 'country blues', 'jug band', 'old-time', 'traditional blues', 'traditional folk']",19,0.463,0.244,0.5454545454545454,0.7746318242673674,1,0.0311,0.982,2.58e-06,0.292,0.414,0.5428280631953922,0.127058231528333,4,1,3578,3926
Polk Salad Annie,54,Tony Joe White,Black & White,"['blues', 'blues rock', 'country rock', 'electric blues', 'louisiana blues', 'modern blues', 'roots rock', 'swamp blues', 'swamp pop', 'swamp rock']",49,0.783,0.543,0.8181818181818182,0.6799970248425646,1,0.0412,0.303,0.0159,0.0892,0.833,0.763543522009669,0.15622501467669342,4,1,5256,1131
Big Chief - Remastered,49,Professor Longhair,Crawfish Fiesta ,"['acoustic blues', 'blues', 'boogie-woogie', 'louisiana blues', 'memphis blues', 'new orleans blues', 'new orleans soul', 'piano blues', 'traditional blues']",37,0.56,0.73,0.09090909090909091,0.8256557742847226,1,0.0362,0.219,0.144,0.179,0.963,0.876651014318429,0.13605085124821784,4,1,4084,2013
Blues Prisoner,39,Tommy Castro,Tommy Castro Presents A Bluesman Came To Town,"['blues', 'blues rock', 'electric blues', 'modern blues', 'modern blues rock', 'power blues-rock', 'soul blues']",34,0.362,0.601,0.6363636363636364,0.8169286458075072,0,0.0309,0.147,0.117,0.134,0.314,0.8898186486549006,0.22085348466634983,3,1,5239,9394
Drinking Straight Tequila,36,Chris Cain,Unscheduled Flight,"['blues', 'electric blues', 'jazz blues', 'modern blues', 'modern blues rock']",28,0.545,0.832,1.0,0.8497545495115785,0,0.0352,0.0238,0.00303,0.363,0.856,0.7239018297055355,0.12041388275418635,4,1,975,9670
Pride and Joy,66,Stevie Ray Vaughan,Texas Flood ,"['album rock', 'blues', 'blues rock', 'classic rock', 'electric blues', 'instrumental rock', 'rock', 'texas blues']",61,0.427,0.626,0.7272727272727273,0.6736500223136808,1,0.0385,0.0274,0.00395,0.106,0.743,0.7337153894196295,0.15346719409577592,4,1,4725,8410
Penitentiary Blues,1,Sam Hopkins,Blues and Gospel No. 2: Sam Hopkins ,"['acoustic blues', 'blues', 'traditional blues']",11,0.527,0.0437,0.8181818181818182,0.4285218426141717,0,0.0801,0.975,0.144,0.11,0.323,0.48979320395086867,0.10731947667104638,4,1,4409,1274
That's No Way To Get Along,35,Robert Wilkins,Ghost World ,"['acoustic blues', 'blues', 'memphis blues', 'traditional blues']",23,0.448,0.315,0.7272727272727273,0.5958000694203401,1,0.0353,0.904,0.0,0.235,0.372,0.5698919756656105,0.12058161639316765,4,1,4287,3413
